醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5901101929,樂活苑藥局,台北市中山區北安路546號1樓,(02)25323296,4,24,2020/02/13 17:58:35
5901101992,大愛藥師藥局,台北市中山區吉林路255號1樓,(02)25424723,0,174,2020/02/13 17:58:35
5901102015,久大藥局,台北市中山區林森北路480號,(02)25111594,0,126,2020/02/13 17:58:35
5901102060,專心藥局,台北市中山區伊通街112－2號,(02)25155847,0,124,2020/02/13 17:58:35
5901102408,康林藥局,台北市中山區興安街105號,(02)25171867,2,0,2020/02/13 17:58:35
5901102417,民生興安藥局,台北市中山區民生東路3段90－1號,(02)25018310,2,48,2020/02/13 17:58:35
5901102444,啟美藥師藥局,台北市中山區錦州街282號,(02)25178032,0,66,2020/02/13 17:58:35
5901102560,龍江藥局,台北市中山區龍江路356巷14號,(02)25023724,0,78,2020/02/13 17:58:35
5901102579,晴光藥局,台北市中山區農安街23之2號,(02)25951393,0,124,2020/02/13 17:58:35
5901102597,德惠藥局,台北市中山區德惠街122號,(02)25971131,2,200,2020/02/13 17:58:35
5901102631,金生藥局,台北市中山區長安東路2段167－1號,(02)87729808,0,94,2020/02/13 17:58:35
5901102686,富宥康藥局,台北市中山區北安路608巷5弄22號,(02)25325277,0,134,2020/02/13 17:58:35
5901102748,淮濟藥師藥局,台北市中山區北安路570號〈實際營業地址：1樓及地下1樓〉,(02)85098636,2,96,2020/02/13 17:58:35
5901102828,逸帆藥局,台北市中山區錦州街189號,(02)25222323,0,113,2020/02/13 17:58:35
5901102837,正傑健保藥局,台北市中山區長安東路2段181號,(02)27310181,0,112,2020/02/13 17:58:35
5901102855,錦西春天生活藥局,台北市中山區錦西街10號,(02)25312658,0,48,2020/02/13 17:58:35
5901102873,盛康藥局,台北市中山區吉林路399號,(02)25969580,0,70,2020/02/13 17:58:35
5901102891,中山藥局,台北市中山區林森北路128號,(02)25236979,2,4,2020/02/13 17:58:35
5901102962,中興藥局,台北市中山區長安東路2段226號,(02)27774628,1,111,2020/02/13 17:58:35
5901102999,廣福中西藥局,台北市中山區錦州街406號,(02)25189489,0,100,2020/02/13 17:58:35
5901103030,錦康活力藥局,台北市中山區民生東路2段147巷11弄1號地下,(02)25158282,0,86,2020/02/13 17:58:35
5901103110,大直健康藥局,台北市中山區北安路591號,(02)25323310,0,84,2020/02/13 17:58:35
5901103147,娸淇藥局,台北市中山區伊通街95號,(02)25082762,0,6,2020/02/13 17:58:35
5901103183,OK藥師藥局,台北市中山區興安街95號,(02)25170068,0,72,2020/02/13 17:58:35
5901103192,昶青林森藥局,台北市中山區林森北路119巷52號,(02)25639939,0,150,2020/02/13 17:58:35
5901103209,麗恩藥局,台北市中山區林森北路575之5號,(02)25981982,0,158,2020/02/13 17:58:35
5901103227,建誠中西藥局,台北市中山區龍江路385之1號,(02)25158608,0,72,2020/02/13 17:58:35
5901103236,誠意中西藥局,台北市中山區林森北路613號,(02)25950951,6,112,2020/02/13 17:58:35
5901103272,長安藥局,台北市中山區長安東路2段171－3號,(02)27772740,0,118,2020/02/13 17:58:35
5901103325,仁一藥局,台北市中山區林森北路520號,(02)25711742,12,132,2020/02/13 17:58:35
5901103334,大直小太陽藥局,台北市中山區北安路607之1號,(02)85093208,0,104,2020/02/13 17:58:35
5901103343,王中興藥局,台北市中山區龍江路273號,(02)25034281,102,114,2020/02/13 17:58:35
5901103352,美康正康藥局,台北市中山區北安路616之1號、618號2樓之1,(02)25323077,2,95,2020/02/13 17:58:35
5901103405,大直永安藥局,台北市中山區北安路567之2號,(02)25332125,0,108,2020/02/13 17:58:35
5901103414,元宏藥局,台北市中山區北安路458巷41弄49號,(02)25339728,2,124,2020/02/13 17:58:35
5901103423,農安藥局,台北市中山區農安街18之1號,(02)25959293,110,172,2020/02/13 17:58:35
5901103450,東東藥局,台北市中山區長春路257之2號,(02)25031730,4,144,2020/02/13 17:58:35
5901103469,聖晨藥局,台北市中山區農安街140號,(02)25960359,0,132,2020/02/13 17:58:35
5901103487,錦州春天生活藥局,台北市中山區錦州街213號、213號2樓,(02)25213586,6,44,2020/02/13 17:58:35
5901103496,杏一龍錦藥局,台北市中山區龍江路264號,(02)25174618,14,104,2020/02/13 17:58:35
5901103512,大樹龍江藥局,台北市中山區龍江路242號,(02)25035666,0,100,2020/02/13 17:58:35
5901103521,中華藥局,台北市中山區農安街45之1號,(02)25997888,0,169,2020/02/13 17:58:35
5901103530,農安盛康藥局,台北市中山區農安街267號,(02)25038205,0,98,2020/02/13 17:58:35
5901103549,康廷藥局,台北市中山區北安路611號,(02)25335890,2,104,2020/02/13 17:58:35
5901103558,佳頤中西藥局,台北市中山區長春路147之1號,(02)25641479,0,46,2020/02/13 17:58:35
5901103576,康銓藥局,台北市中山區農安街174號,(02)25039393,6,76,2020/02/13 17:58:35
5901103585,禾全藥局,台北市中山區龍江路332號,(02)25165721,52,36,2020/02/13 17:58:35
5901110080,葛蘭素藥局,台北市內湖區內湖路2段103巷128號1樓,(02)27997824,0,118,2020/02/13 17:58:35
5901110133,泰成藥局,台北市內湖區內湖路3段135號1樓,(02)27921231,0,78,2020/02/13 17:58:35
5901110302,富盛藥局,台北市內湖區成功路4段61巷25弄12號1樓,(02)27908667,0,58,2020/02/13 17:58:35
5901110311,永安藥局,台北市內湖區文德路210巷30弄48號,(02)26586658,4,52,2020/02/13 17:58:35
5901110393,明湖藥局,台北市內湖區東湖路7巷27號1Ｆ,(02)26313515,0,38,2020/02/13 17:58:35
5901110446,清白藥局,台北市內湖區東湖路108號,(02)26305743,0,2,2020/02/13 17:58:35
5901110624,宏光藥局,台北市內湖區成功路2段221號1樓,(02)27919068,0,14,2020/02/13 17:58:35
5901111890,安康藥局,台北市內湖區安康路482號,(02)26327675,8,40,2020/02/13 17:58:35
5901112100,盧狄聯合藥局,台北市內湖區康寧路3段189巷57號,(02)26308897,3,120,2020/02/13 17:58:35
5901112351,康信藥局,台北市內湖區民權東路6段296巷29號,(02)26342088,8,50,2020/02/13 17:58:35
5901112413,維安藥局,台北市內湖區成功路3段174巷23號,(02)27944520,0,118,2020/02/13 17:58:35
5901112593,康健藥局,台北市內湖區康樂街80號,(02)26305825,2,70,2020/02/13 17:58:35
5901112600,匯安藥局,台北市內湖區內湖路1段703之1號,(02)26579255,12,78,2020/02/13 17:58:35
5901112682,富康東湖藥局,台北市內湖區東湖路119巷49弄16號,(02)26323222,4,18,2020/02/13 17:58:35
5901112726,高昱藥局,台北市內湖區陽光街321巷26號2樓之15,(02)87519962,16,149,2020/02/13 17:58:35
5901112762,樂活藥師藥局,台北市內湖區內湖路2段368號,(02)27968052,0,14,2020/02/13 17:58:35
5901112780,樂康藥妝藥局,台北市內湖區文德路117號,(02)26562110,11,96,2020/02/13 17:58:35
5901112824,思恩藥局,台北市內湖區成功路4段61巷26號,(02)27965808,0,16,2020/02/13 17:58:35
5901112842,早安元氣藥局,台北市內湖區成功路4段53號1樓,(02)27925994,5,57,2020/02/13 17:58:35
5901112860,展恩藥局,台北市內湖區民權東路6段136巷4號,(02)27953041,2,0,2020/02/13 17:58:35
5901112879,壹零捌藥局,台北市內湖區成功路4段344號,(02)27910061,0,15,2020/02/13 17:58:35
5901112977,瑞光藥局,台北市內湖區瑞光路212號,(02)87513365,0,2,2020/02/13 17:58:35
5901112995,昇龍藥局,台北市內湖區東湖路151號,(02)26316783,0,44,2020/02/13 17:58:35
5901113018,桔子藥局,台北市內湖區內湖路2段333號,(02)27930052,0,80,2020/02/13 17:58:35
5901113027,晟安藥局,台北市內湖區金龍路135號,(02)87919320,10,94,2020/02/13 17:58:35
5901113045,西湖藥局,台北市內湖區內湖路1段355號,(02)26279291,2,0,2020/02/13 17:58:35
5901113081,宜昇優良藥局,台北市內湖區康寧路3段165巷23弄5號,(02)26327817,0,16,2020/02/13 17:58:35
5901113143,躍獅寶湖藥局,台北市內湖區民權東路6段123巷28號,(02)87928335,0,76,2020/02/13 17:58:35
5901113198,傑昇藥局,台北市內湖區內湖路2段227號,(02)27925957,0,28,2020/02/13 17:58:35
5901113223,仕德安藥局,台北市內湖區新明路210號,(02)27961683,5,2,2020/02/13 17:58:35
5901113250,大內湖藥局,台北市內湖區成功路4段12號,(02)27956286,0,42,2020/02/13 17:58:35
5901113269,樂齡藥師藥局,台北市內湖區內湖路3段103號,(02)27919707,10,125,2020/02/13 17:58:35
5901113296,喜越藥局,台北市內湖區內湖路1段285巷59弄7號,(02)26271955,2,10,2020/02/13 17:58:35
5901113303,禾康藥局,台北市內湖區內湖路1段296號,(02)26562669,0,2,2020/02/13 17:58:35
5901113312,江南大藥局,台北市內湖區文德路22巷9弄56號,(02)26595430,8,0,2020/02/13 17:58:35
5901113330,躍獅大湖藥局,台北市內湖區成功路4段329號,(02)27945376,2,150,2020/02/13 17:58:35
5901113349,澴山藥局,台北市內湖區環山路1段4號,(02)87978793,1,36,2020/02/13 17:58:35
5901113367,瑞暉藥局,台北市內湖區文德路105號,(02)26276828,0,22,2020/02/13 17:58:35
5901113376,內湖藥局,台北市內湖區康寧路1段116號,(02)27940545,198,232,2020/02/13 17:58:35
5901113385,躍獅康成藥局,台北市內湖區成功路4段61巷11號,(02)87922031,0,84,2020/02/13 17:58:35
5901113394,富康文德藥局,台北市內湖區文德路22巷27弄4號,(02)26272000,0,26,2020/02/13 17:58:35
5901113438,晶龍藥局,台北市內湖區成功路4段218號,(02)27956255,2,132,2020/02/13 17:58:35
5901113527,杏一港墘藥局,台北市內湖區港墘路83號,(02)87978746,0,65,2020/02/13 17:58:35
5901113536,原大藥局,台北市內湖區內湖路1段737巷50弄5號,(02)26596358,0,14,2020/02/13 17:58:35
5901113545,和康健保藥局,台北市內湖區文德路66巷41號,(02)27997202,0,66,2020/02/13 17:58:35
5901113554,葫光藥局,台北市內湖區康寧路3段54巷6號,(02)26336611,96,22,2020/02/13 17:58:35
5901113563,耀元藥局,台北市內湖區康樂街150號,(02)26337369,0,58,2020/02/13 17:58:35
5901120022,旭村藥局,台北市南港區興華路112號,(02)27820948,22,18,2020/02/13 17:58:35
5901120139,裕成藥局,台北市南港區玉成街166巷13號,(02)27851227,0,166,2020/02/13 17:58:35
5901120175,新錦安藥局,台北市南港區南港路3段34號,(02)27825218,0,26,2020/02/13 17:58:35
5901120184,仁泰藥局,台北市南港區同德路28號,(02)27855464,200,219,2020/02/13 17:58:35
5901121421,祥安藥局,台北市南港區中坡南路25號,(02)26547322,10,150,2020/02/13 17:58:35
5901121449,麗康藥局,台北市南港區同德路51號,(02)26515236,11,145,2020/02/13 17:58:35
5901121501,親親藥局,台北市南港區玉成街140巷7號1樓,(02)26537635,0,26,2020/02/13 17:58:35
5901121574,上丞藥師藥局,台北市南港區成福路10號1樓,(02)26535589,18,122,2020/02/13 17:58:35
5901121583,健園藥局,台北市南港區研究院路1段19號1樓,(02)27851567,4,32,2020/02/13 17:58:35
5901121592,忠孝藥局,台北市南港區成福路16號,(02)27862829,2,140,2020/02/13 17:58:35
5901121618,新東發藥局,台北市南港區成福路198號,(02)27855190,0,78,2020/02/13 17:58:35
5901121627,富康活力藥局,台北市南港區研究院路1段101巷8號,(02)27828810,2,2,2020/02/13 17:58:35
5901121672,亞博藥師藥局,台北市南港區興華路81號,(02)27838090,78,30,2020/02/13 17:58:35
5901121725,佳龍藥局,台北市南港區研究院路2段80號,(02)27885951,2,12,2020/02/13 17:58:35
5901121734,湳港藥局,台北市南港區研究院路1段101巷12號,(02)27892200,1,34,2020/02/13 17:58:35
5901121798,進慧藥局,台北市南港區研究院路1段163號,(02)27887049,0,143,2020/02/13 17:58:35
5901121823,儀安健保藥局,台北市南港區同德路74號,(02)27859893,0,94,2020/02/13 17:58:35
5901121841,泓安藥局,台北市南港區興華路75號,(02)27861083,0,62,2020/02/13 17:58:35
5901121850,健涵藥局,台北市南港區舊莊街1段147號,(02)27837285,5,36,2020/02/13 17:58:35
5901121869,南港藥局,台北市南港區南港路一段166號,(02)27829137,0,42,2020/02/13 17:58:35
5901121896,順翔藥局,台北市南港區研究院路2段170號,(02)27824332,1,88,2020/02/13 17:58:35
5901121903,景星藥局,台北市南港區南港路3段26號,(02)27838816,0,65,2020/02/13 17:58:35
5901121912,成恩藥局,台北市南港區成福路23號,(02)27856602,17,142,2020/02/13 17:58:35
5901121930,小藥師健保藥局,台北市南港區福德街320之1號,(02)27867002,0,62,2020/02/13 17:58:35
5901121958,心亮藥局,台北市南港區玉成街66之7號,(02)27881677,0,30,2020/02/13 17:58:35
5901121976,杏安藥局,台北市南港區昆陽街140巷16號,(02)27864119,0,78,2020/02/13 17:58:35
5901121985,勝安藥局,台北市南港區舊莊街1段165號,(02)27828450,9,208,2020/02/13 17:58:35
5901122026,杏一中坡藥局,台北市南港區中坡南路33號、35號,(02)27827418,0,190,2020/02/13 17:58:35
5901122035,成福大藥局,台北市南港區成福路8號,(02)27859221,0,140,2020/02/13 17:58:35
5901150011,南風藥局,台北市士林區美崙街19號1樓,(02)28320375,0,80,2020/02/13 17:58:35
5901150057,菁安藥局,台北市士林區美侖街13號1樓,(02)28323951,0,26,2020/02/13 17:58:35
5901150128,新興藥局,台北市士林區德行西路117號,(02)28362643,0,70,2020/02/13 17:58:35
5901150146,坤成泰藥局,台北市士林區大南路412號,(02)28813903,0,97,2020/02/13 17:58:35
5901150244,佳赫藥局,台北市士林區文昌路44號,(02)28367202,0,42,2020/02/13 17:58:35
5901150253,文祥藥局,台北市士林區光華路26巷2弄2號,(02)28623487,0,184,2020/02/13 17:58:35
5901150271,建芳藥局,台北市士林區德行東路148號,(02)28357172,26,32,2020/02/13 17:58:35
5901150280,慈航藥局,台北市士林區文林路441號,(02)28815988,0,2,2020/02/13 17:58:35
5901150342,士林三安藥局,台北市士林區大南路11號,(02)28812631,8,238,2020/02/13 17:58:35
5901150351,啟宏藥局,台北市士林區大東路90－1號1樓,(02)28825811,0,122,2020/02/13 17:58:35
5901150397,博惠藥局,台北巿士林區華榮街16號,(02)28320379,0,202,2020/02/13 17:58:35
5901150459,有德堂大藥局,台北市士林區中山北路6段227號,(02)28318387,60,186,2020/02/13 17:58:35
5901150468,太安藥局,台北市士林區延平北路5段157號,(02)28111468,0,50,2020/02/13 17:58:35
5901150511,三原藥局,台北市士林區延平北路5段293號,(02)28111888,0,114,2020/02/13 17:58:35
5901150548,田倉藥局,台北市士林區士東路124號,(02)88662188,16,96,2020/02/13 17:58:35
5901150575,日康藥局,台北市士林區士東路12號1樓,(02)28358558,0,88,2020/02/13 17:58:35
5901150593,安寧藥局,台北市士林區劍潭路91號,(02)28803319,0,50,2020/02/13 17:58:35
5901150600,環安藥局,台北市士林區大南路244號1樓,(02)28828478,0,90,2020/02/13 17:58:35
5901150682,加赫藥局,台北市士林區文昌路76號,(02)28336362,2,38,2020/02/13 17:58:35
5901150762,麗森藥局,台北市士林區天母西路51號,(02)28714152,0,18,2020/02/13 17:58:35
5901150771,天母大和藥師藥局,台北市士林區德行東路189－1號1樓,(02)28310142,0,42,2020/02/13 17:58:35
5901150815,陽明藥局,台北市士林區菁山路10號1樓,(02)28612863,0,120,2020/02/13 17:58:35
5901151956,康鈺藥局,台北市士林區德行東路133號1樓,(02)28313915,0,120,2020/02/13 17:58:35
5901152024,今欣藥局,台北市士林區天母西路41巷9號1樓,(02)28713129,0,6,2020/02/13 17:58:35
5901152051,士新藥局,台北市士林區文昌路62號,(02)28331332,0,96,2020/02/13 17:58:35
5901152079,資生堂藥局,台北市士林區承德路4段40巷17號1Ｆ,(02)28857588,4,90,2020/02/13 17:58:35
5901152122,社子全民藥局,台北市士林區延平北路5段120號,(02)28127412,0,182,2020/02/13 17:58:35
5901152131,康華藥局,台北市士林區中山北路7段14巷2號2樓,(02)28743223,0,134,2020/02/13 17:58:35
5901152186,詠恩藥局,台北市士林區延平北路5段316號1樓,(02)28119479,0,154,2020/02/13 17:58:35
5901152293,安泰藥師藥局,台北市士林區延平北路六段83號（實際使用：1、2樓）,(02)28166977,0,66,2020/02/13 17:58:35
5901152453,家赫藥局,台北市士林區忠義街80號1樓,(02)28346453,4,2,2020/02/13 17:58:35
5901152471,得安藥局,台北市士林區文林路140號,(02)28836336,1,196,2020/02/13 17:58:35
5901152604,達揚藥局,台北市士林區社正路36號1樓,(02)88115559,0,55,2020/02/13 17:58:35
5901152640,仁大藥局,台北市士林區社子街13號1樓,(02)88113793,0,162,2020/02/13 17:58:35
5901152659,和樹藥局,台北市士林區後港街45巷1號1樓,(02)28821188,0,8,2020/02/13 17:58:35
5901152686,三光藥局,台北市士林區延平北路5段320號1樓,(02)28123786,0,132,2020/02/13 17:58:35
5901152720,博信藥局,台北市士林區延平北路6段61號,(02)28128295,0,18,2020/02/13 17:58:35
5901152739,芳圓藥局,台北市士林區社子街26－1號,(02)28168666,12,86,2020/02/13 17:58:35
5901152748,柏雅大藥局,台北市士林區德行西路64號,(02)88664398,0,48,2020/02/13 17:58:35
5901152793,信光藥局,台北市士林區文昌路68號,(02)28366277,2,112,2020/02/13 17:58:35
5901152837,文昌大藥局,台北市士林區文昌路72號,(02)28376196,6,134,2020/02/13 17:58:35
5901152873,幸福藥局,台北市士林區德行東路109巷8號,(02)28346650,0,32,2020/02/13 17:58:35
5901152882,天爵藥局,台北市士林區中山北路6段450巷1號,(02)28733759,0,146,2020/02/13 17:58:35
5901152971,石川藥師藥局,台北市士林區忠義街70號,(02)28385850,0,32,2020/02/13 17:58:35
5901153058,誼安藥局,台北市士林區通河街42號,(02)28851899,0,138,2020/02/13 17:58:35
5901153101,聖賢藥局,台北市士林區士商路58號,(02)28833046,0,34,2020/02/13 17:58:35
5901153110,美麗田藥局,台北市士林區通河街78號,(02)28855990,0,24,2020/02/13 17:58:35
5901153245,大東健保藥局,台北市士林區大東路86－4號,(02)28834672,0,96,2020/02/13 17:58:35
5901153263,健揚藥局,台北市士林區延平北路5段251號,(02)28163698,0,41,2020/02/13 17:58:35
5901153272,光榮藥局,台北市士林區社中街118號,(02)28136060,0,28,2020/02/13 17:58:35
5901153325,天母康甯健保藥局,台北市士林區克強路8號,(02)28366631,16,140,2020/02/13 17:58:35
